node,average_degree_neighbors
5219,45.55555555555556
6013,6.714285714285714
197,0.0
4023,40.92
4024,63.94444444444444
5629,5.0
5631,49.4
4400,36.973684210526315
6498,0.0
3626,34.03703703703704
5229,26.0
3236,75.94736842105263
358,319.8809523809524
5250,37.57142857142857
4784,37.0
4032,59.63157894736842
2409,50.3235294117647
1998,96.0
6520,2.0
2418,40.60655737704918
5861,0.0
4420,63.588235294117645
770,335.0833333333333
3948,3.0
2422,26.5
3747,29.428571428571427
2424,69.5
6070,0.0
5590,28.666666666666668
6415,0.0
6265,1.0
2015,67.1470588235294
4778,72.1
5670,51.0
6542,0.0
2026,150.16129032258064
39,26.0
292,168.80769230769232
40,181.3181818181818
2442,32.59375
6208,15.428571428571429
2993,20.0
3461,24.68888888888889
4410,18.68888888888889
640,135.15384615384616
4818,63.875
2703,57.421052631578945
3330,34.56
6276,0.38461538461538464
705,82.49367088607595
1625,135.0392156862745
5232,19.142857142857142
3749,93.3076923076923
2570,16.914285714285715
4640,35.08108108108108
1681,53.0
1638,2.0
2990,26.317073170731707
923,10.115384615384615
480,274.2
519,129.1764705882353
281,55.96875
1079,27.4
2647,33.32203389830509
718,109.55555555555556
2649,39.31707317073171
5479,91.75
5915,6.166666666666667
4168,60.75
2912,145.54545454545453
2079,186.2
418,43.36879432624114
42,73.25
3672,30.0
1142,366.8
43,85.33333333333333
5199,13.933333333333334
44,22.75
2048,70.72340425531915
5107,13.384615384615385
5387,9.833333333333334
2393,40.84
4,111.35714285714286
5549,1.0
3157,28.135135135135137
4957,7.5
4544,6.1525423728813555
171,104.06666666666666
5077,5.5
5744,25.285714285714285
4497,13.5
3458,32.04347826086956
76,125.25
2355,27.31578947368421
4820,7.071428571428571
3122,98.45945945945945
1384,63.85526315789474
2763,126.11111111111111
3457,20.344827586206897
46,166.95454545454547
3846,8.0
167,43.04761904761905
4769,8.470588235294118
524,73.71052631578948
104,45.5
6153,0.0
157,179.5
5408,7.785714285714286
4595,8.166666666666666
920,29.52173913043478
5243,0.0
47,205.83333333333334
1005,65.60215053763442
3620,64.88235294117646
6124,1.5
6154,18.425531914893618
6501,8.75
915,114.75
549,38.86363636363637
4979,6.361111111111111
48,86.47058823529412
5244,32.0
5020,0.0
4019,27.615384615384617
472,33.42857142857143
49,149.85714285714286
4893,15.92
1513,55.972972972972975
2205,54.03448275862069
3489,21.636363636363637
1043,87.33333333333333
1771,26.83783783783784
1047,33.25
1226,124.39393939393939
3882,10.0
706,28.58823529411765
3632,38.38095238095238
283,115.52173913043478
3477,23.375
5712,8.368421052631579
3286,31.49019607843137
363,10.586206896551724
1211,34.904761904761905
134,92.24074074074075
5041,9.944444444444445
321,123.47826086956522
4017,68.46153846153847
2085,30.5
4136,0.0
5142,76.5
1596,21.76923076923077
272,183.82978723404256
3320,18.666666666666668
544,71.8
5610,10.758620689655173
889,153.45901639344262
2009,4.833333333333333
4571,20.0
52,170.05555555555554
6178,9.666666666666666
2864,33.19298245614035
2130,42.666666666666664
1741,6.0
5362,10.0
5330,4.777777777777778
1675,129.52777777777777
3100,43.77777777777778
4460,109.0
54,55.22857142857143
891,45.541666666666664
3539,14.857142857142858
4349,10.266666666666667
3327,16.0
6241,0.0
3564,16.142857142857142
4829,34.88235294117647
4160,14.928571428571429
4969,7.0
357,22.066666666666666
3186,26.96
3665,13.904761904761905
409,55.5
6419,0.0
6055,1.0
1668,18.18421052631579
2725,25.21875
3319,12.0
5706,2.857142857142857
55,274.4
734,42.06666666666667
602,25.727272727272727
886,50.333333333333336
1078,227.27272727272728
465,23.772727272727273
2193,70.85964912280701
4197,49.25
56,34.5
1628,366.73333333333335
2598,61.583333333333336
2342,81.6590909090909
3989,51.0
1936,261.05882352941177
4003,43.72222222222222
3897,7.636363636363637
57,31.714285714285715
4383,18.214285714285715
428,286.3478260869565
4654,1.0
1566,112.5
58,137.58333333333334
347,35.473684210526315
5844,2.8055555555555554
6147,0.0
4066,11.884615384615385
6270,5.0
4449,15.553191489361701
2298,22.015267175572518
6502,0.0
3471,27.5
6004,4.5
251,38.46788990825688
5847,4.36
6516,2.0
2310,28.75
3542,33.022222222222226
3712,25.527272727272727
2731,15.465116279069768
4613,6.875
3745,16.555555555555557
4107,20.333333333333332
4810,18.91304347826087
59,22.636363636363637
3699,31.204545454545453
899,98.91666666666667
5857,2.0
2529,61.693333333333335
2491,56.52173913043478
1932,191.6153846153846
5184,0.5
3250,1.75
1483,2.0
331,75.82352941176471
3859,17.05263157894737
